"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49"
"1",0.0348293880422939,0.208936724868666,0,0,0,0,0,0.0391515555246892,0,0,0.0748332180201129,0,-0.0747903679157851,-0.027931008523379,0,0,0,0,0,-0.0200445751212376,0,0,0,0.0697798576488691,-0.146251052242458,-0.0492374478939195,-0.111467109345742,0,0,0.135964228560864,-0.210777476860087,0,0.0953751120591432,-1.04777670870192e-18,0,0,0,0,0,-0.242919896371562,0.212267509135692,0,0,0,0.0507638597664953,0,0,0,0
"2",0,0,0,0.0598908807071291,0,0,0.0885995698695276,0.0592051211842598,0,-0.0345483401749347,-3.67439210671937e-20,0,0,-0.0254983855781848,0,0,0,0,0,-0.0914817436671539,0,0,0,0,0,-0.0368886755338629,-0.0852740100465633,0,0,0,0,0,0,0,0,0,-0.0104309397702884,0,-0.0158544283853472,0,0.241398531882061,0,0,0,0.0359413603553219,0,-0.0650782831931391,0,0
"3",0.0350208928114411,0,0,0.115734962073004,0,-0.102942082049208,0,0.0234395762867113,-0.12874188874962,0,0.0779250157457477,0.121305175489914,0.0484372009373212,-0.124278058173055,0,0,0,0,0,0,0,0,-0.0829052006501885,0,0.0799502021688485,-0.150136797421616,-0.0461328540143026,0,0.0901502778143581,0,-0.168537244578472,0,0.182024929825062,0,0,0,0,0,-0.12973766175278,0,0.271868350456895,0,0,0,0,0,0.0387000586157223,0,-0.0365833359185005
"4",0.143979623766048,0,0,0,0,0,0,0,0.0265369134927957,0,0,0.13862582929995,0,0,0.0247843634255731,0,0,0,0,0,0,0.0727892152750116,0,0,0.0235584946522965,0,-0.0147481297955176,0,5.84997477857631e-19,0.0325484935151025,-0.0969440622590356,0,0,0,0,0,-0.194227885186367,0,-0.218344141820738,0,0.103890947228203,0,0,0.0877315618197804,0,0,0.0906265011319191,0,0
"5",0.0728169384536861,0,0,0,0,-0.00907179738673171,0,0,0.0659040457340322,0,0.0562451207531324,0.0537421593771782,0,-0.0251761050989158,0,0,0,0,0,0,0,0,0,0,0.0889872324289076,-0.139419119123616,-0.0139209594514006,0,0,0,-0.0264686821875205,0,0,0,0,0.0369488210569564,0,0,0,0.134026453289942,0,0,-0.12794580740556,0,0,0,0,0,-0.179781562610897
"6",0.00753488205278465,1.56241319079084e-19,0.000103942801752482,0.0882638380173427,0,0,0,0.0672423263667032,0,0,0,0,0,0,0,0.120909589053424,0,0,0.0959849063409975,-0.228374791036743,0,0,-0.238888576838765,0,0,0,-0.0655636091992848,-0.066769284589713,0.189740244654752,-0.0244416569803458,-0.103206296307734,0,0,0,0,0,0,0,-0.0232322301991169,-0.0408111886272532,0.130672075554202,-0.0541389782148049,0.0361356482218858,0.337387642469955,0,0,0,0,0
"7",-0.0084265234449466,0.0927637080980266,0,0.0313238348047873,0.00921978515757998,0,-2.68252652251344e-18,0.0874869576009335,0,0,0,0,0,0,0.0941948232630736,0,0,0,0,0,0,-0.10167183469535,-0.0857913392350338,0,0.0584700730459346,0,-0.0683192515124647,0,0,0,-0.0977477599651147,0,0,-5.56979307250009e-05,0,0,0,0,-0.0855229031762496,0,0.212941481351768,0,0,0.0494306769680864,0,0,0,0,-0.0392107933890085
"8",-0.0115722575304631,0.0621227482360591,-0.149307599843521,0.00341188803002511,0.0581457544065522,0,0,0.0862169952893788,0.0347885785073652,0,0,0.00209921392955031,0,0,0.107930766996833,0.0747275023593593,0,0,0,0,0,0,0,0,2.96009898878246e-19,0,-0.169263474740625,0,0.116596290137829,0,-0.237685634684704,0,0,0,0.152219333831384,0,0,-0.03476087247881,0,0,0,0,0,0.0466257971054532,0,0,0.0350876940766499,-0.103892856897721,-0.0669383606410171
"9",0.0882894567557894,0,-0.138099663856145,0,0.0455552542247101,0,0.0406719786579825,0.0677793291658292,0,0,0.0132430104029662,0,0,0,0.197581477456584,0,0,0,0,0,0,0,0,0.15293530168165,0.128854938326868,0,-0.0550521121453593,0,0.062272579949614,0,0,-0.010146658604245,-0.0134507739985637,0,0,0,-0.356225135126917,0,-0.0703019603853761,-0.138264195737746,0,0,0,0,0,0,0,0,0
"10",0,0,0,0,0,-0.045903494633042,0.193627084266981,0.054329755927804,-0.0437974369395127,0,0,0,-0.029778862365375,-0.093886020881132,0.0619104718851672,0,0,0,0,0,-0.0134532497473903,0,0,0,0,0,0,0,0,0,-0.172470049262518,0,0,0,0,-0.0223749683310254,-0.0666257356630871,0,0,0,0.0801283407158059,0,0.119054481585372,0.164104002651349,0,0,0,0,-0.0297632508535824
"11",0.0824731018641525,0,0.103033947367451,0.108438927757985,0,0,0,0,-0.031033611963287,0,0.0606041508624007,0,-0.0197475608048915,0,0,0,0,0,0,-0.0772469589529566,0,0,0,0,-0.114578871390877,0,0,0,0,0,-0.0948474824691166,-0.0378863307809008,0,0,0,-0.0167726005091565,-0.00120307853875165,0,0,0,0.109416455477556,0,0,0.110743014285338,0,0,0,0,-0.0791864184636622
"12",0,0,-0.115648771319145,0.0856382471859491,0.127744070221447,0,0,0,-0.23003581862632,-0.0788990331530734,0.0102362332883811,0.11801645753339,0,0,0,0.0472724002989489,0,-0.0736810427779757,0,0,0,0,0,0.16603571403579,0.0782460503621477,-0.0504160524337579,0,0,0,0,-0.177472663007268,-0.0849764950318981,-0.0551071637847193,-0.0761235651336194,0,0,-0.0882767493028157,0,-0.0487159213403009,0,0.195980073126445,0.282542396674684,0,0.0819221610214116,0,0,0,0,-0.0715709400957353
"13",0.0313887565698484,0,0,0,0.075221559237872,0.00783297885400397,0,0.00528826780293007,0,0,0.117240764983948,0.207588324738239,0,-0.0263112819472795,0,0.0376905770324066,0,0,0.0431814790316592,0,-0.152811720768891,0,0,0,0.11544831940201,0,-0.019117186623269,0.0608333281811261,0,0,-0.156898616199935,0,0,-0.0178239141071325,0,0,-0.0760114893321389,-0.0949256084434597,0,-0.216991276594156,0.133636711140133,0,0,0.285579803570194,0,0,0.0965703751834387,0,-0.16783883261741
"14",0.0948816700129971,0.114113268588363,0,0,0.00824570339006545,0.0112987170240036,0,0.136567400487572,0,0,0,0,0,-0.204709892619935,0,0,0,-6.10152419959252e-19,0,-0.11828484828274,0,-0.050243822949972,0,0,0,-0.122639938673107,-0.0791417381819333,0,6.10152419959252e-19,0.076249492555801,0,0,0,0,0,0,0,0,0,-0.0448557932397006,0.146312126798827,0,0,0.239723480389895,0,0,0,0,0
"15",0,0,0,0,0,0,0.111589784829215,0.0459711881317718,0,0,0,6.23688915039469e-19,0,0,0,-0.0394879570659791,0,-3.11844457519734e-19,0,-0.0641267467175053,-0.0833235004038306,0,0,0,-0.0310834141057942,0,-0.0405664935330309,0,0,-0.0541811068275023,-0.0961733798467472,0,0,0,0.0604541152986965,0,-0.0149453917404835,0,0,0,0.270806088244467,0,0,0.11158229023584,0,0,0,0,0
"16",0,0,0.0462889696272715,0,5.82041834121369e-19,-0.0957684061816357,0,0,0.137134317209054,-0.180610462109242,0,0,0,0,0,0,0,0.0253569200327066,0.111412825138582,-0.0329479199998817,0,0,0.119384563052675,0.177103641678751,-0.0791332950164915,-0.0887549946875253,-0.129921335762956,0,0.0617504313843871,-0.0620693190626922,0,0,0,0,0,0.173585459461505,0,0,0,0,-0.0299551813165058,0,-0.0296474719053309,0.194893105564266,0,-0.305047482587654,-0.0303897040820272,0,0
"17",0,0,0.0584951257894814,0,0.0175889443912934,0,0,0.0826067743790935,0,0,0,0.060411401373311,0,0,0,0,0,0,0,-0.217151879477803,-0.153190878138286,0,0,0,0,-0.00627686678831149,2.25876611409357e-18,0,0.0729556002144596,0,-0.122699488985351,0,-0.0204195735199928,0,0,0,-0.0623096070418954,-0.0461825891656059,-0.0215396525164328,-0.184622349861805,0.256258321897095,0,0,0.347434061242055,0,0,0.0752458330541615,0,1.12938305704678e-18
"18",0.0422412716050682,0.192032817364854,0,0.0459218290866441,0.0563253602164889,0,0.147949535541917,0.0277717534866183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0788348000372896,-0.0558551011431262,0.104272870380646,0,-0.0876936933709567,0,0.0301149770310115,0,0,0,0,0,0,0,0.087745242819312,0,-0.043878717392147,0.0146251570507473,0,-0.0563545546469583,-0.0313374888410115,0,-0.0444459782842936
