"","V1","V2","V3","V4"
"109",-6.00000000000017e-05,-0.0353,-0.0244,-0.01713
"110",-0.02585,0.02923,0.04801,0.02927
"111",-0.00339,-0.00361,-0.01563,-0.01227
"112",0.01826,-0.03228,-0.03061,-0.04119
"113",0.0028,0.03458,0.03377,0.04573
"114",-0.0021,0.01978,0.01471,0.02703
"115",0.00856,0.03494,0.04766,0.02801
"116",0.00589,0.00079,0.00556,-0.02263
"117",0.01862,-0.00774,0.01023,-0.02048
"118",-0.01476,-0.04236,-0.04367,-0.01248
"119",-0.00814,0.0317,0.0411,0.04941
"120",0.01488,0.00534,0.0089,7e-04
"121",-0.0077,0.03996,0.03894,0.04452
"122",-0.00674,-0.00422,0.0028,-0.00024
"123",-0.00694,0.01498,0.02463,0.02557
"124",0.0027,-0.0073,0.02678,0.01255
"125",0.00455,-0.03961,-0.04389,-0.04679
"126",-0.00868,-0.00544,-0.01294,0.00084
"127",0.02716,-0.019,-0.01493,-0.04024
"128",0.01757,0.01637,0.0307,0.00201
"129",-0.00231,0.01821,0.00353,0.0072
"130",-0.02749,0.06491,0.05171,0.06924
"131",0.00121,0.01755,0.03016,0.01714
"132",0.00157,0.00431,-0.00225,0.00598
"133",-0.01154,0.03468,0.02492,0.03204
"134",-0.00263,-0.00791,-0.0124,-0.01122
"135",0.00214,0.00678,0.00541,0.00858
"136",0.000109999999999999,0.05053,0.04943,0.04398
"137",-0.01304,0.03128,0.02904,0.04996
"138",0.00919,-0.02353,-0.02049,-0.0132
"139",0.00928,-0.03724,-0.04541,-0.03273
"140",0.01207,0.00617,0.01202,-0.00763
"141",0.01122,0.00854,0.03193,0.02051
"142",-0.00261,0.01635,0.02978,0.02852
"143",0.00937,-0.05819,-0.05242,-0.05348
"144",0.019,-0.01818,-0.01303,-0.01385
"145",-0.02168,-0.04424,-0.05971,-0.03457
"146",0.02046,-0.00138,0.00256,-0.01702
"147",0.00613,0.00423,0.00359,-0.00606
"148",-0.02321,0.03421,0.02735,0.05868
"149",0.00509,0.01259,0.04201,0.02665
"150",0.00634999999999999,-0.08713,-0.08902,-0.09938
"151",-0.00574,0.02928,-0.00171,0.01056
"152",-0.0048,-0.00626,0.0115,0.02554
"153",0.00241,-0.11673,-0.10006,-0.108
"154",-0.00596000000000001,-0.2318,-0.20033,-0.23715
"155",0.02172,-0.09468,-0.05645,-0.13361
"156",-0.03838,0.03836,0.01529,0.06579
"157",0.03002,-0.10698,-0.08979,-0.11274
"158",0.03625,-0.10485,-0.0566,-0.13157
"159",-0.02057,0.09001,0.07811,0.08813
"160",-0.17999,0.23623,0.08142,0.29662
"161",0.03107,0.05199,0.09077,0.01927
"162",0.01618,-0.01616,-0.00104,-0.01737
"163",-0.0487,0.10158,0.08754,0.11381
"164",-0.01546,0.03924,0.0253,0.04317
"165",-0.00834,0.0448,0.0649,0.04335
"166",-0.00529,-0.02621,-0.03102,-0.04161
"167",0.00913,0.05475,0.09052,0.06919
"168",-0.0239,0.05256,0.02144,0.05409
"169",-0.00919,-0.04777,-0.06053,-0.04038
"170",-0.00681,0.07507,0.05939,0.06066
"171",-0.00879,0.09035,0.07656,0.08539
"172",0.00442,0.0322,0.01374,0.02681
"173",-0.01413,-0.06749,-0.08534,-0.07659
"174",0.00133,-0.04863,-0.05699,-0.07887
"175",0.01588,0.0469,0.08085,0.04897
"176",0.01667,-0.06289,-0.02225,-0.05343
"177",-0.00523999999999999,0.09298,0.10363,0.12667
"178",-0.000699999999999998,0.0281,0.05569,0.02907
"179",0.00152,-6e-04,0.00265,0.01549
"180",-0.00712,0.08042,0.06501,0.07266
"181",0.0024,0.01126,0.01616,0.01884
"182",-0.00244,0.03616,0.02966,0.04699
"183",-0.01659,0.01995,0.01642,0.03956
"184",0.00169,0.02499,0.02114,0.02073
"185",0.00517,-0.01119,-0.01154,-0.01221
"186",-0.0128,-0.02298,-0.02581,-0.00387
"187",-0.00401,-0.04323,-0.04123,-0.04061
"188",0.00469,-0.08257,-0.078,-0.07399
"189",0.00619,-0.11901,-0.11131,-0.10887
"190",-0.03778,0.1551,0.12709,0.16947
"191",4e-04,0.00386,-0.00595,0.0091
"192",-0.000940000000000001,0.01252,0.01366,0.00058
"193",-0.02824,0.05596,0.05251,0.08212
"194",0.00461,0.02303,0.03478,0.03084
"195",0.01346,0.01968,0.0141,0.02648
"196",0.00957,-0.01529,-0.01137,-0.01381
"197",0.02069,-0.06145,-0.04692,-0.08065
"198",0.00918,0.05084,0.0545,0.03627
"199",0.000650000000000002,0.00437,0.00695,-0.000210000000000002
"200",0.01854,0.0169,0.02613,0.02484
"201",0.00903,0.03281,0.02429,0.01941
"202",0.00745,-0.000190000000000001,-0.0023,0.02171
"203",0.0025,0.00888,0.01573,0.00502
"204",-0.02084,0.00838,0.00254,0.02079
"205",-0.00963,0.04175,0.04356,0.05929
"206",-0.01593,0.02989,0.00441,0.03874
"207",-0.01621,0.05327,0.03869,0.04862
"208",-0.02532,0.00268,-0.00753,0.02645
"209",-0.0096,0.00796,0.02433,0.02313
"210",-0.00671,-0.02365,-0.0202,-0.00866
"211",0.00248,0.05732,0.05708,0.04372
"212",-0.000189999999999998,-0.02547,-0.0226,-0.02509
"213",-0.01762,0.04058,0.01945,0.04992
"214",-0.00942,0.03482,0.03653,0.04532
"215",-0.00647,0.02765,0.02091,0.03015
"216",0.01519,0.01847,0.0319,0.02819
"217",0.02279,-0.01881,-0.0142,-0.03311
"218",-0.0064,0.04192,0.04268,0.04437
"219",-0.00553,0.00649,0.00436,0.00186
"220",0.00448,0.00184,-0.00396,-0.00583
"221",-0.01412,0.01742,0.01872,0.01665
"222",0.00457,0.04787,0.04115,0.04719
"223",0.00949,-0.05387,-0.03031,-0.0419
"224",-0.00124,0.03876,0.04217,0.05207
"225",-0.00479,-0.04477,-0.03878,-0.03
"226",0.00684,0.02028,0.04174,0.02137
"227",0.02392,0.00888,0.03971,0.01117
"228",0.00481,-0.00319,0.0018,-0.01386
"229",0.00562,-0.03562,-0.03932,-0.03987
"230",-0.02872,0.06618,0.04921,0.07894
"231",-0.01997,-0.00853,-0.02542,-0.01425
"232",0.02186,-0.00612,0.0233,-0.01362
"233",-0.00835,0.00453,0.00706,0.00541
"234",-0.00916,-0.01846,-0.03688,-0.01125
"235",0.00742,0.01264,0.02118,0.00871
"236",-0.01977,-0.05667,-0.05571,-0.03715
"237",0.01132,-0.02426,-0.0147,-0.08144
"238",0.00842,0.07826,0.1007,0.06128
"239",-0.00768,-0.01068,-0.01688,0.00027
"240",0.01557,-0.02581,-0.02678,-0.0306
"241",0.02043,-0.04173,-0.03173,-0.05077
"242",0.02808,0.04198,0.03976,0.02324
"243",0.00794,0.08684,0.07909,0.07199
"244",0.01019,0.06251,0.03508,0.0274
"245",0.01238,0.01034,0.00852,-0.00534
"246",0.01148,0.0082,0.03304,-0.00849
"247",0.01105,0.03729,0.04749,0.04656
"248",-0.021,-0.01624,-0.01243,-0.00339
"249",0.02169,-0.00635,0.01741,-0.025
"250",0.00836,-0.02174,0.00031,-0.03897
"251",-0.02054,0.03978,0.03773,0.05654
"252",0.00532,0.01726,0.02131,0.00606
"253",-0.00714,0.0131,0.02786,0.02613
