"V1" "V2"
"1" "Meals" "1"
"2" "Gold" "0.965986666040393"
"3" "Oil" "0.94973196171064"
"4" "Food" "0.913472204407564"
"5" "Books" "0.875549084458812"
"6" "Autos" "0.875230822989402"
"7" "Smoke" "0.871898852744662"
"8" "Rubbr" "0.793530935442594"
"9" "Ships" "0.778773340335089"
"10" "Fin" "0.773612372284943"
