"V1" "V2"
"1" "Guns" "1"
"2" "Softw" "0.869945775647137"
"3" "RlEst" "0.858685670180413"
"4" "LabEq" "0.831183822174468"
"5" "Meals" "0.789072468848069"
"6" "BldMt" "0.777460100165813"
"7" "Rtail" "0.760331833059815"
"8" "Books" "0.753179800829268"
"9" "Banks" "0.748461047815772"
"10" "Aero" "0.74675729935785"
