"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49"
"1",-0.851455375290504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.459225351698991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.52859765079508,0
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.918035329099147,0,0,0,0
"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.506798271484782,0,0,0,-0.553579004081172,-0.370748282367767,0,0,0,0,0,-0.547037833532126,0,0,0
"5",0,0,0,0,0,0,0,-0.999207875513046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0397693173441062,0
"6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931608793875473,0,0,0,0,0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0,0,0,0,0,-0.459884201066457,0,0,0.597545020753549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.531444582955337,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.686361525483681,0,0,0,0,-0.72720826554608,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",0,0,0,0,0,0,0,0,0,0,0,0,-0.273170140551843,0,0,0.11483683346582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.763419799620352,0,0,0,0,0,0,0,0,0,0.521268559221106,0,0,0,0,0,0
"11",0,0,0,0.580148843968853,0,0,0,0,0,0,0,0,0,0,0,0.407490279890199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.313193134503412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",0,0,0,0,0,0,0,-0.0659121318087998,0,0,0,0,-0.176476588394115,0,0,0.679978590526156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.689181428245619,0,0,0
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.689437431335389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.705958763773191,0
"14",0,0,0,0,0,0,0,0,0,0,0,0,-0.610720907913928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",0,0,0,0,0,0,0,0,0,0,0,0,-0.49287804708983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.847162771575817,0,0,0
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.863962777794397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.494389731076523,0
"17",0,0,0,0,-0.140875338415562,0,0,0,0,0,0,0,0,0,0,0.64526605777898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.206045159949297,0,0,0,0,0,0,0,0,0,0,-0.619712472119551,0,0,0
"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77097361162048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.58341292353642,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.271868271096363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",0,0,0,0,0,0,0,-0.529755204138184,0,0.155648760104231,0,0,0,0.107647311165119,0,0.274682692224982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119103564544999,0,0,0,0,0,0,0,0,0,0,0,0
"21",0,0,0,0,-0.330016315636987,0,0,0,0,0,0,0,-0.260694041851158,0,0,0.50446165258843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.482508192344347,0,0,0
"22",0,0,0,0,-0.259609647885947,0,0,0,0,0,0,0,-0.730345626181754,0,0,0,0.56708257581547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303773492664469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",0,0,0,0,0,0,0,0,0,0,0,0,-0.911901548292911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",0,0,0,0,-0.497049489490477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.257296175396413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.660225463909447,0,0,0,0,0,0,-0.0434377583107539
"27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964867797839767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125858312973246,0,0,0,0,-0.916174007227108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11416240002583,0,0,0,-0.547702070174343
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.579100725180412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.863634723876202,0,0,0,0
"35",0,0,0,0,0,0,0,0,0,0,0,0,-0.44721724114116,0,0,0,0.70370994668255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",0,0,0,0,0,0,0,-0.595938947929488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.656435500959463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.350434277263132,0,0,0
"37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.529155075215205,0,0,0,0
"38",0,0,0,0,0,0,0,0,0,0,0,0,-0.45662735106165,0,0,0,0.208730996668712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.570836351295449,0,0,0,0
"39",0,0,0,0,0,0,0,0,0,0,0,0,-0.516992272191307,0,0,0,0,0,0,0,0,0,0,0,0,-0.272402909660596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",0,0,0,0,0,0,0,0,0,0,0,0,-0.423958902123603,0,0,0,0.478445219210857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.34747493767752,0,0,0,0,0,0,0,0,0,-0.167167220538972,0,0,0,0
"42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.484088098296362,0,0,0,0,0,0.410159591743376,0,0,0,0,-0.388482592835906,0,0,0
"43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.713735255905366,0,0,-0.437838760536185,0,0,-0.0753350848583944,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.889543636735351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",0,0,0,0,-0.468038300675851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.678552832421641,0,0,0
"46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.498326237795013,0,0,0,0,0,0,0,0,0,0,0,0,-0.657883582607782,0
"47",0,0,0,0,0,0,0,-0.492197138020399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.960936378447313,0,0,0
