"V1" "V2"
"1" "Util" "1"
"2" "Hardw" "0.974928188681011"
"3" "Drugs" "0.968295602135756"
"4" "Beer" "0.965592049850933"
"5" "Fin" "0.944491143577875"
"6" "BusSv" "0.932902320026011"
"7" "Telcm" "0.869138277434972"
"8" "ElcEq" "0.865515341386869"
"9" "Chips" "0.855815692029581"
"10" "Banks" "0.843041729906316"
