"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49"
"1",0.451027812740048,-0.24541469999029,-0.483575029197191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162852195733834,0,0,0,0,-0.623403162510083,0.189228713845344,0.225560601066021,0,-1.78710808418561e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,0,-0.289802421962944,0,0,0,-0.235140418005549,0,0.191264297820114,0,0,0,0,-0.150599584033799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21392992522539,0,-0.0884840633050866,0,0,-0.0793702195481726,0,0,0.66262450341978,0,0,0,0,0,0,0,0
"3",0,0,-0.212156546677095,0,1.90026304820867e-18,0,-0.410921419404461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800420542584396,0,0,0,0,-0.0286965626584789,0,0,0,0,0,-0.127025392145031,0,0,-0.0149551023970782,0,0,0,0,0,0,0,-0.125194728141638,0,-0.204118454019283,0,0,0.110979941818285
"4",0,0,0,-0.946554286462185,0,0,0,0,0,0,0.295129597366905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0,-0.110165516187492,-0.0801315224122573,0,0,0,-0.147162701922257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494876630591953,0,0,0,-0.262432128669227,-0.13056890430389,0,0,0,0,0,0,0,-0.757527388125928,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0,0,0,0,0,0,-0.940777606677701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0.217376789082935,0,-0.281203202151351,0,0,0,1.77445594427859e-18,0,0,-0.180249371718748,0.346584496808216,0,0,0.639407679103068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185736825161639,-0.444759573831555,-0.00870378047287046,0,0,-0.271575787682893,0,0,0,0,0,0,0,0,-0.0310953558325861,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.293532387125026,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0,0,0,0,0,0,-0.816169765775975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149574203708623,0,0,-0.321793416847335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336166999333897
"10",0.532670164330447,0,0,0,0,0,-0.500338079133628,0,0,0,0.495108954492679,0,0,0,0,0,0,-0.40161610791678,0,0,0,0,0,0,0,-0.0459138615509006,-0.189096570949053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124961051055407,0,0
"11",0.442513354225594,0,0,0,0,0,0,0,0,0,0.356485877191216,0,0,0,0,0,0,0,0,0,0,0.450489679501127,0,0,0,-0.199020444437459,0,0,0,0,0,0,-0.314890162472788,0,0,-0.454122174397006,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",0.229069814004655,0,-0.573948602103506,0,0,0,-0.0776607200733199,0,0,0,0.227114851316273,0,0,0,0,0,0,0,0,0,0.192921756010812,0.483122589261096,0,0,0.0705106576595873,-0.0371114141547747,0,0,0,0,0,0,-0.31701082273788,0,0,0,0,0,0,0,0,0,0,0,0,-0.390173800026044,0,0,0
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",0.297373147426462,0,-0.345246228619794,0,0,0,-0.226709728939307,-0.0586413500640755,0,0,0.518835768991686,0,-0.0945006304532219,0,0,0.508028165755752,0,0,0,0,0,0,0,0,0,-0.110206706663476,-0.297185337010625,0,0.105051870405792,0,0,0.0543228419439988,-0.100492447187364,-0.201207952602671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",0.359625002709173,0,-0.435316200393932,0,0,0,-0.235679426027935,0,0,0.425913958713577,0.49796652023151,0,0,0,0,0,0.0319381408797228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.338592447656061,0,0,-0.253547484456165,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",0,0,-0.426464020408522,0,0,0,-0.470391289727713,0,0,0,0.680875941458322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29328878312842,0,0
"17",0,0,0,0,-0.0541757732227121,0,0,-0.115628542871581,0,0,0.91238133385608,0,-0.0388547144658154,0,0,0,0,0,0,0,0,0,0,0,0.125233390276803,0,-0.0424233340250487,0,0,0,0,0,-0.207188103600498,0,0,-0.114700078146997,0,0,0,-0.0559197309922443,0,0,0,0,0,-0.244518884315556,-0.114315801573159,0,0
"18",0.371967551652179,0,0,0,0,0,0,0,0,0,0.545444049786382,0,-0.246143542918624,0,0,0.287107351200882,0,0,0,0,0,0,0,0,0.00637084104030856,0.039669567779473,0,0,0,0,-0.391561180996323,0,-0.454042963619496,0,0,0,0,0,0,-0.207087223931261,0,0,0,0,0,0,0,0,0
"19",0.095257368865534,0,0,0.0437636858759018,0.0991054100780028,0,0,-0.287247549330434,0,0,0.445338698596988,0,0,0.442384827061876,0,0,0,0,0,0,0,0,0,0,0,0,-0.222061702661671,0,0,0,0,0,-0.665919909249393,0,0,0,0,0,0,0,0,0,0,0,0,-0.0785373215195698,0,0,-1.50687955581413e-19
"20",0.257640963152809,0,-0.125031347812231,0,0,0,0,-0.3924713931406,0,0.135680021720845,0.43088403539341,0,0,0.253432658277729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32339158340271,0,-0.291247612099325,0,0.0192974069987478,0,0,0,0,-0.284738008198642,0,0,0,0,0,0,0,0,0.351311602138882
"21",0.905625619510894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",0,-0.287399928120973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.952698616514571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",0.237892912020914,0,-0.308864763802986,0,-0.0129107114442219,0,0,0,0,0,0.735463448419219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.334664648488351,0,0.0986337872171707,0,0,0.0596747692046369,0,0,0,-0.417740023118952,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",0.346464023864484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.544803509019896,0,0.560591454165454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.328422139557885,0,0,0,0,0
"26",0,0,-0.313300359079576,0,0,0,-0.409841398038035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.249394915271595,0.71256213731377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.403887566174625,0,0
"27",0,0,0,0,0,0,0,0,0,0,0,0,0,0.525136710282193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365667028408848,0,-0.7261361168957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",0.935069694525991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",0.444999726557858,0,0,0,0,0,0,-0.202144028891659,0,0,0.512640882714612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.658519627308553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",0,0,0,0,0,0,-0.370084219025584,0,0,0.682354942263426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.531401300323811,0,0,0,-0.146433191379014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0392320927407984,0,0,0
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",0.213619035952987,0,-0.212426985729103,0,0,0,-0.231284676402755,0,0,0,0.682514014006768,0,-0.280039219888921,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0391942629754083,0,0,0,0,0.377920567991443,-0.31658043438178,0,0,0,0,0,0,0,0,0,-0.103190064634937,0,0,-0.143783084078929,0,0,0
"35",0.196360307631842,0,-0.348336046572421,0,0,0,0,0,0,0,0,0,-0.442859673566718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680589568300594,-0.258642953497388,0,0,0,0,0.287694723941502,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",0.361890841157037,0,0,0,0,0,0,0,0,0,0.576751027010944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.377930496034088,0,0,0,0,0.242856077053098,0,0,-0.355936293614502,0,0,0,0,0
